chunk_id,doc_id,source,title,url,text
2758,1169,PubMed,A systematic review of the literature on disorders of sleep and wakefulness in Parkinson's disease from 2005 to 2015.,https://pubmed.ncbi.nlm.nih.gov/27863901/,", excessive daytime sleepiness, and circadian rhythm disorders. We discuss the epidemiology, etiology, clinical implications, associated features, evaluation measures, and management of these disorders. The influence on sleep of medications used in the treatment of motor and non-motor symptoms of PD is detailed. Additionally, we suggest areas in need of further research."
2759,1170,PubMed,Recognition and diagnosis of sleep disorders in Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/22535255/,"Sleep disturbances are among the most frequent and incapacitating non-motor symptoms of Parkinson's disease (PD), and are increasingly recognized as an important determinant of impaired quality of life. Here we review several recent developments regarding the recognition and diagnosis of sleep disorders in PD. In addition, we provide a practical and easily applicable approach to the diagnostic process as a basis for tailored therapeutic interventions. This includes a stepwise scheme that guides the clinical interview and subsequent ancillary investigations. In this scheme, the various possible sleep disorders are arranged not in order of prevalence, but in a 'differential diagnostic' order. We also provide recommendations for the use of sleep registrations such as polysomnography. Furthermore, we point out when a sleep specialist could be consulted to provide additional diagnostic and th"
2760,1170,PubMed,Recognition and diagnosis of sleep disorders in Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/22535255/,"ep registrations such as polysomnography. Furthermore, we point out when a sleep specialist could be consulted to provide additional diagnostic and therapeutic input. This structured approach facilitates early detection of sleep disturbances in PD, so treatment can be initiated promptly."
2761,1171,PubMed,Managing sleep issues in Parkinson's disease: an up-to-date review.,https://pubmed.ncbi.nlm.nih.gov/39789992/,"In Parkinson's disease (PD), sleep-wake problems are disease-related symptoms that occur throughout the day and have a negative impact on patients' quality of life to an extent that is equal to or greater than that of typical motor symptoms. Insomnia due to fragmented sleep and excessive daytime sleepiness (EDS) worsen as PD progresses. Nighttime wearing-off and early morning-off should be considered first when fragmented sleep is reported in PD patients. If the main complaint of patients with insomnia is difficulty falling asleep, restless legs syndrome should be differentiated first. Obstructive sleep apnea causes sleep quality deterioration and fragmented sleep. For rapid eye movement sleep behavior disorder (RBD), preventative measures against sleep-related trauma are necessary. RBD has also attracted attention as a PD precursor state and as a disease progression marker that is assoc"
2762,1171,PubMed,Managing sleep issues in Parkinson's disease: an up-to-date review.,https://pubmed.ncbi.nlm.nih.gov/39789992/,"against sleep-related trauma are necessary. RBD has also attracted attention as a PD precursor state and as a disease progression marker that is associated with specific PD clinical subtypes. In PD patients, the sleep-wake phase may advance/delay or become irregular due to circadian dysfunction. Importantly, sleep-wake problems are core symptoms related to the pathogenesis and progression of PD, and addressing a wide range of these symptoms will improve patients' quality of life."
2763,1172,PubMed,The Impact of Sleep Disorders on Glymphatic Function in Parkinson's Disease Using Diffusion Tensor MRI.,https://pubmed.ncbi.nlm.nih.gov/39627057/,"To investigate the impact of sleep disorders on glymphatic system in Parkinson's disease (PD) using a non-invasive imaging technique called diffusion tensor image analysis along perivascular space (DTI-ALPS). A total of 114 PD patients and 54 healthy controls (HCs) underwent sleep questionnaires and MRI examinations as part of data collection from the Parkinson's Progression Markers Initiative cohort. An automated pipeline was proposed for ALPS calculation to reduce biases from manually region delineation. ALPS indices were compared between PD and HCs, as well as between PD with and without sleep disorders. Correlation was assessed between ALPS index and clinical characteristics. Furthermore, a 2-year follow-up analysis was performed to explore longitudinal impact of sleep disorders on glymphatic function. PD patients showed significantly decreased ALPS indices compared with HCs (P = 0.0"
2764,1172,PubMed,The Impact of Sleep Disorders on Glymphatic Function in Parkinson's Disease Using Diffusion Tensor MRI.,https://pubmed.ncbi.nlm.nih.gov/39627057/,"lore longitudinal impact of sleep disorders on glymphatic function. PD patients showed significantly decreased ALPS indices compared with HCs (P = 0.038). PD patients with sleep disorders showed slightly but not significantly decreased ALPS index compared with those with normal sleep (P = 0.058). However, PD patients who transitioned from normal sleep to sleep disorders showed significantly decreased ALPS index at follow-up compared to baseline (P = 0.047). In contrast, patients who maintained normal sleep showed no significant difference in ALPS index between follow-up and baseline (P = 0.934). In addition, PD patients who transitioned from normal sleep to sleep disorders showed significantly increased ΔMDS-UPDRS Part I score (P = 0.004), ΔMDS-UPDRS total score (P = 0.040) and ΔSCOPA-AUT (P = 0.048) compared with PD who remained normal sleep. Sleep disorders accelerate dysfunction of gl"
2765,1172,PubMed,The Impact of Sleep Disorders on Glymphatic Function in Parkinson's Disease Using Diffusion Tensor MRI.,https://pubmed.ncbi.nlm.nih.gov/39627057/,"ΔMDS-UPDRS total score (P = 0.040) and ΔSCOPA-AUT (P = 0.048) compared with PD who remained normal sleep. Sleep disorders accelerate dysfunction of glymphatic system as indicated by ALPS index in PD patients, which may be associated with symptom progression in follow-up analysis. Therefore, more attention should be devoted to prevent sleep disorders in early PD."
2766,1173,PubMed,Microglia and Sleep Disorders.,https://pubmed.ncbi.nlm.nih.gov/39207702/,"Sleep is a physiological state that is essential for maintaining physical and mental health. Sleep disorders and sleep deprivation therefore have many adverse effects, including an increased risk of metabolic diseases and a decline in cognitive function that may be implicated in the long-term development of neurodegenerative diseases. There is increasing evidence that microglia, the resident immune cells of the central nervous system (CNS), are involved in regulating the sleep-wake cycle and the CNS response to sleep alteration and deprivation. In this chapter, we will discuss the involvement of microglia in various sleep disorders, including sleep-disordered breathing, insomnia, narcolepsy, myalgic encephalomyelitis/chronic fatigue syndrome, and idiopathic rapid-eye-movement sleep behavior disorder. We will also explore the impact of acute and chronic sleep deprivation on microglial fun"
2767,1173,PubMed,Microglia and Sleep Disorders.,https://pubmed.ncbi.nlm.nih.gov/39207702/,"e, and idiopathic rapid-eye-movement sleep behavior disorder. We will also explore the impact of acute and chronic sleep deprivation on microglial functions. Moreover, we will look into the potential involvement of microglia in sleep disorders as a comorbidity to Alzheimer's disease and Parkinson's disease."
2768,1174,PubMed,Rating scales and questionnaires for assessment of sleep disorders in Parkinson's disease: what they inform about?,https://pubmed.ncbi.nlm.nih.gov/24756217/,"Sleep disorders are very prevalent in Parkinson's disease (PD) and include a diversity of disturbances. Rating scales and questionnaires are widely used to assess the presence and severity of the sleep disorders. The objective is to review rating scales and questionnaires used for assessment of sleep disorders in PD. To this purpose, a description and update of the sleep scales reviewed by the ad hoc Movement Disorder Society task force (MDS-TF) and other sleep disorder assessments was performed. Two specific (Parkinson's Disease Sleep Scale and Scales for Outcomes in PD Sleep) and two generic scales (Pittsburgh Sleep Quality Index and Epworth Sleepiness Scale) were ""Recommended"" by the MDS-TF as they were used in PD patients, by researchers others than their developers and properly validated. Two other generic scales (Inappropriate Sleep Composite Score and Stanford Sleepiness Scale), """
2769,1174,PubMed,Rating scales and questionnaires for assessment of sleep disorders in Parkinson's disease: what they inform about?,https://pubmed.ncbi.nlm.nih.gov/24756217/,"s others than their developers and properly validated. Two other generic scales (Inappropriate Sleep Composite Score and Stanford Sleepiness Scale), ""Suggested"" due to incomplete validation, are also reviewed. Other instruments included in this review are three comprehensive PD-specific instruments for assessing multiple domains in addition to sleep problems (e.g., Non-Motor Symptoms Questionnaire, Non-Motor Symptoms Scale, MDS-UPDRS), and three generic instruments focused on particular disturbances (e.g., International Restless Legs Syndrome Study Group Rating Scale, REM behavioral disorders questionnaires), although these latter lack formal validation in PD populations. The ""Recommended"" instruments cover satisfactorily the needs for screening and evaluation of the nocturnal sleep disorders and daytime sleepiness in PD patients. It would be convenient to validate or complete the valida"
2770,1174,PubMed,Rating scales and questionnaires for assessment of sleep disorders in Parkinson's disease: what they inform about?,https://pubmed.ncbi.nlm.nih.gov/24756217/,ening and evaluation of the nocturnal sleep disorders and daytime sleepiness in PD patients. It would be convenient to validate or complete the validation in PD populations of those instruments that cannot be recommended due to the lack of information on their clinimetric attributes.
2771,1175,PubMed,Non-motor Subtypes of Parkinson's Disease and Sleep Dysfunction.,https://pubmed.ncbi.nlm.nih.gov/40912744/,"Parkinson's disease is a syndrome with many clinical presentations. It is often dominated by visible motor symptoms; however, specific nonmotor features, such as cognitive dysfunction, sleep dysfunction, pain, apathy, dysautonomia, depression, and anxiety, enrich the clinical picture significantly. Proposed non-motor phenotypes segregate to central cholinergic, serotonergic, or noradrenergic dysfunctions, and clinical and biomarker-driven studies support these subtypes. Specific sleep problems appear to be associated with specific nonmotor subtypes of Parkinson's disease."
2772,1176,PubMed,Neurodegenerative Disorders and Sleep.,https://pubmed.ncbi.nlm.nih.gov/29412984/,"Sleep disorders are commonly found in cerebral degenerative disorders. The sleep disorders may be caused by the primary symptoms of the neurologic disease or may result from damage to sleep-controlling centers in the brain. Common sleep disorders found in this population include insomnia, hypersomnia, sleep apnea, restless legs syndrome, circadian rhythm disorders, and rapid eye movement sleep behavior disorder. The latter disorder can present years before other neurologic symptoms or signs are present, serving as a precursor of neurodegenerative conditions. There is growing evidence that poor sleep leads to acceleration in the progression of the neurodegenerative disorder and may play a role in pathogenesis."
2773,1177,PubMed,Comparison of sleep characteristics between Parkinson's disease with and without freezing of gait: A systematic review.,https://pubmed.ncbi.nlm.nih.gov/38150950/,"Parkinson's disease (PD) is a neurodegenerative disorder characterized by a range of motor and non-motor symptoms. Among the motor complaints, freezing of gait (FOG) is a common and disabling phenomenon that episodically hinders patients' ability to produce efficient steps. Concurrently, sleep disorders are prevalent in PD and significantly impact the quality of life of affected individuals. Numerous studies have suggested a bidirectional relationship between FOG and sleep disorders. Therefore, our objective was to systematically review the literature and compare sleep outcomes in PD patients with FOG (PD + FOG) and those without FOG (PD-FOG). By conducting a comprehensive search of the PubMed and Web of Science databases, we identified 20 eligible studies for inclusion in our analysis. Our review revealed that compared to PD-FOG, PD + FOG patients exhibited more severe symptoms of rapid"
2774,1177,PubMed,Comparison of sleep characteristics between Parkinson's disease with and without freezing of gait: A systematic review.,https://pubmed.ncbi.nlm.nih.gov/38150950/,"eligible studies for inclusion in our analysis. Our review revealed that compared to PD-FOG, PD + FOG patients exhibited more severe symptoms of rapid eye movement sleep behavior disorder in nine studies, increased daytime sleepiness in eight studies, decreased sleep quality in four studies, and more frequent and severe sleep disturbances in four studies. These findings indicate that PD + FOG patients generally experience worse sleep quality, higher levels of daytime sleepiness, and more disruptive sleep disturbances compared to those without FOG (PD-FOG). The association between sleep disturbances and FOG highlights the importance of evaluating and monitoring these symptoms in PD patients and open the possibility for future studies to assess the impact of managing sleep disturbances on the severity and occurrence of FOG, and vice versa."
2775,1178,PubMed,Early Onset Parkinson's Disease and Sleep Dysfunction.,https://pubmed.ncbi.nlm.nih.gov/40912745/,"Sleep dysfunction is a significant component of the non-motor symptom profile in Parkinson's disease (PD). Patients with early onset PD (EOPD) are a unique challenge and may present with specific patterns of sleep disturbances, which tend to be related to the underlying genetic causes. Furthermore, owing to the younger age of patients with EOPD, sleep disturbances significantly impact multiple domains including employment, ability to drive, social interactions, caregiver burden, and so forth. Care should be taken in obtaining adequate history and investigating appropriately to identify these issues and provide ideal interventions."
2776,1179,PubMed,The spectrum characteristics of Parkinson's disease (PD) patients with sleep disorders.,https://pubmed.ncbi.nlm.nih.gov/33905014/,"This study aimed to explore the spectrum characteristics of Parkinson's disease (PD) patients with sleep disorders. This retrospective study included 101 PD patients who received treatment at our hospital between August 2018 and August 2020. According to the modified Hoehn-Yahr (H-Y) classification, the patients were divided into the early-stage (grade I and II) group (N=21), the mid-stage (grade III) group (N=28), and the late-stage (grade IV) groups (N=20). Detailed information including general data and clinical data was collected. Multivariate logistic regression analysis showed that lower total cholesterol, triglyceride, and uric acid levels were protective factors against the occurrence of sleep disorder, and increased Madopar dosage ≥ 600 mg, Self-rating Anxiety Scale (SAS), and Self-rating Depression Scale (SDS) were risk factors for the occurrence of sleep disorder. The levels o"
2777,1179,PubMed,The spectrum characteristics of Parkinson's disease (PD) patients with sleep disorders.,https://pubmed.ncbi.nlm.nih.gov/33905014/,"≥ 600 mg, Self-rating Anxiety Scale (SAS), and Self-rating Depression Scale (SDS) were risk factors for the occurrence of sleep disorder. The levels of total cholesterol, triglyceride, and uric acid, total sleep time, sleep efficiency, REM sleep latency score, minimum oxygen saturation, and Madopar dosage ≥ 600 mg in the late-stage group were lower than those in the mid-stage group. Meanwhile, homocysteine levels, Pittsburgh Sleep Quality Index, Epworth Sleepiness Scale, SAS, SDS score, sleep latency score, hypopnea index, the number of times of waking up, and the number of episodes of hypopnea and apnea were higher than those in the mid-stage group. Decreased levels of total cholesterol, triglyceride, and uric acid were associated with the occurrence of PD. Lower Madopar doses and reducing anxiety and depression might control the occurrence and development of sleep disorders in PD patie"
2778,1179,PubMed,The spectrum characteristics of Parkinson's disease (PD) patients with sleep disorders.,https://pubmed.ncbi.nlm.nih.gov/33905014/, occurrence of PD. Lower Madopar doses and reducing anxiety and depression might control the occurrence and development of sleep disorders in PD patients.
2779,1180,PubMed,Disturbances of Sleep and Alertness in Parkinson's Disease.,https://pubmed.ncbi.nlm.nih.gov/29675716/,"Parkinson's disease (PD) is the second most common neurodegenerative disorder. Sleep dysfunction is one of the most common non-motor manifestations of PD that has gained significant interest over the past two decades due to its impact on the daily lives of PD patients, poorly understood mechanisms, and limited treatment options. In this review, we discuss the most common sleep disorders in PD and present recent investigations that have broadened our understanding of the epidemiology, clinical manifestations, diagnosis, and treatment of disturbed sleep and alertness in PD. The etiology of impaired sleep-wake cycles in PD is multifactorial. Sleep dysfunction in PD encompasses insomnia, REM sleep behavior disorder, sleep-disordered breathing, restless legs syndrome, and circadian dysregulation. Despite the high prevalence of sleep dysfunction in PD, evidence supporting the efficacy of treat"
2780,1180,PubMed,Disturbances of Sleep and Alertness in Parkinson's Disease.,https://pubmed.ncbi.nlm.nih.gov/29675716/,"restless legs syndrome, and circadian dysregulation. Despite the high prevalence of sleep dysfunction in PD, evidence supporting the efficacy of treatment strategies is limited. We are at the opportune time to advance our understanding of sleep dysfunction in PD, which will hopefully lead to mechanisms-driven interventions for better sleep and allow us to approach sleep as a modifiable therapeutic target for other non-motor and motor manifestations in PD."
2781,1181,PubMed,"[Pathophysiology, clinical aspects and therapy of sleep disorders in Parkinson disease].",https://pubmed.ncbi.nlm.nih.gov/11433700/,"Parkinson's disease (PD) is associated with sleep disorders which are attributed mainly to dopamine deficiency, nocturnal akinesia, drug therapy, and cofactors such as age and depression. These disturbances affect the macro- and microstructure of both REM and non-REM sleep and motor, respiratory, and autonomic functions. Excessive daytime sleepiness and the interactions between sleep and daytime motor performance in PD are not yet completely understood. Correct diagnosis and treatment of sleep disorders is essential due to the risk of harm to the patient and others and due to their effect on quality of life for all concerned. As sleep disorders in PD are extremely common (about 70%) and may have severe consequences, a systematic sleep history and specific therapy should be considered integral to treatment in every PD patient."
2782,1182,PubMed,Associations of sleep disorders with serum neurofilament light chain levels in Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/38693483/,"Sleep disorders are a prevalent non-motor symptom of Parkinson's disease (PD), although reliable biological markers are presently lacking. To explore the associations between sleep disorders and serum neurofilament light chain (NfL) levels in individuals with prodromal and early PD. The study contained 1113 participants, including 585 early PD individuals, 353 prodromal PD individuals, and 175 healthy controls (HCs). The correlations between sleep disorders (including rapid eye movement sleep behavior disorder (RBD) and excessive daytime sleepiness (EDS)) and serum NfL levels were researched using multiple linear regression models and linear mixed-effects models. We further investigated the correlations between the rates of changes in daytime sleepiness and serum NfL levels using multiple linear regression models. In baseline analysis, early and prodromal PD individuals who manifested sp"
2783,1182,PubMed,Associations of sleep disorders with serum neurofilament light chain levels in Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/38693483/,"me sleepiness and serum NfL levels using multiple linear regression models. In baseline analysis, early and prodromal PD individuals who manifested specific behaviors of RBD showed significantly higher levels of serum NfL. Specifically, early PD individuals who experienced nocturnal dream behaviors (β = 0.033; P = 0.042) and movements of arms or legs during sleep (β = 0.027; P = 0.049) showed significantly higher serum NfL levels. For prodromal PD individuals, serum NfL levels were significantly higher in individuals suffering from disturbed sleep (β = 0.038; P = 0.026). Our longitudinal findings support these baseline associations. Serum NfL levels showed an upward trend in early PD individuals who had a higher total RBDSQ score (β = 0.002; P = 0.011) or who were considered as probable RBD (β = 0.012; P = 0.009) or who exhibited behaviors on several sub-items of the RBDSQ. In addition, "
2784,1182,PubMed,Associations of sleep disorders with serum neurofilament light chain levels in Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/38693483/,"; P = 0.011) or who were considered as probable RBD (β = 0.012; P = 0.009) or who exhibited behaviors on several sub-items of the RBDSQ. In addition, early PD individuals who had a high total ESS score (β = 0.001; P = 0.012) or who were regarded to have EDS (β = 0.013; P = 0.007) or who exhibited daytime sleepiness in several conditions had a trend toward higher serum NfL levels. Sleep disorders correlate with higher serum NfL, suggesting a link to PD neuronal damage. Early identification of sleep disorders and NfL monitoring are pivotal in detecting at-risk PD patients promptly, allowing for timely intervention. Regular monitoring of NfL levels holds promise for tracking both sleep disorders and disease progression, potentially emerging as a biomarker for evaluating treatment outcomes."
2785,1183,PubMed,Associations between Sleep Disorders and Impulsive-Compulsive Behaviors in Parkinson's Disease: A Prospective Cohort Study.,https://pubmed.ncbi.nlm.nih.gov/38325344/,"To examine the associations of excessive daytime sleepiness (EDS) and probable rapid eye movement sleep behavior disorder (pRBD), respectively, with impulsive-compulsive behaviors (ICBs) over a 5-year follow-up in patients with early Parkinson's disease (PD). The Parkinson's Progression Markers Initiative is a multicenter cohort study based on an ongoing and open-ended registry. Longitudinal associations of sleep disorders with ICB over 5-year follow-up visits were estimated using generalized linear mixed-effects models among PD participants. A total of 825 PD participants were enrolled at baseline. The study sample had a median baseline age of 63.1 (interquartile range: 55.6-69.3) years and comprised 496 (61.5%) men. Among them, 201 (24.9%) had ICB at baseline. In the generalized mixed-effects models, EDS (odds ratio [OR] = 1.09, 95% confidence interval [CI] 1.05, 1.12) and RBD (OR = 1."
2786,1183,PubMed,Associations between Sleep Disorders and Impulsive-Compulsive Behaviors in Parkinson's Disease: A Prospective Cohort Study.,https://pubmed.ncbi.nlm.nih.gov/38325344/,") had ICB at baseline. In the generalized mixed-effects models, EDS (odds ratio [OR] = 1.09, 95% confidence interval [CI] 1.05, 1.12) and RBD (OR = 1.07, 95% CI 1.03, 1.12) were substantially associated with higher odds of developing ICB over time in PD patients, after multivariate adjustment including age, gender, family history, GDS score, STAI-Y score, MDS-UPDRS part III score, LEDD, and disease duration. Consistent results were observed when stratifying by age at baseline, gender, and PD family history. The study findings suggest a longitudinal association between EDS and pRBD with an increased risk of developing ICB in patients with PD. The findings emphasize the significance of evaluating and addressing sleep disorders in PD patients as a potential approach to managing ICB."
2787,1184,PubMed,Sleep disorders in Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/12210875/,"We sought to estimate the frequency and nature of sleep disturbances in Indian Parkinson's disease (PD) patients. One hundred forty nine consecutive PD patients attending the Movement Disorders Clinic of the All India Institute of Medical Sciences, New Delhi, India and 115 age-matched healthy controls participated. After clinical evaluation, sleep assessment was done using a 23-question, validated sleep questionnaire. Mean age of PD patients and the duration of illness were 58.37 (S.D. 10.45) years and 5.7 (S.D. 3.85) years, respectively. The mean age of the controls was 56.50 (S.D. 11.45) years (P > 0.05). Sleep problems were seen in 63 (42%) PD patients compared to 12% of controls. These were: insomnia in 32%, nightmares in 32%, and excessive day time sleepiness in 15% of PD patients as compared with 5%, 5% and 6%, respectively, in controls (P < 0.025). Presence of nightmares was signi"
2788,1184,PubMed,Sleep disorders in Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/12210875/,"sive day time sleepiness in 15% of PD patients as compared with 5%, 5% and 6%, respectively, in controls (P < 0.025). Presence of nightmares was significantly associated with higher Hoehn and Yahr score (P < 0.002), high unified Parkinson's disease rating scale (UPDRS) Part I score (P < 0.000) and levodopa dose (P < 0.025). Excessive daytime sleepiness correlated with higher Hoehn and Yahr stage (P < 0.004), and levodopa dose (P < 0.040). The sleep latency was longer in PD patients as compared to controls (P < 0.000). Multiple logistic regression analysis showed association of sleep disturbances with UPDRS Part III, Schwab and England score, levodopa dose, rigidity score, and bradykinesia score. Sleep problems are much more common in PD patients compared to controls (P < 0.001), and correlate with increased severity of disease."
2789,1185,PubMed,Sleep disturbances and associated factors in patients with Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/38986365/,"This study aimed to describe clinical characteristics and sleep quality of Parkinson's Diseases (PD) patients and identify associated factors with sleep quality. A cross-sectional study was conducted at the National Geriatric Hospital, Hanoi, Vietnam, from December 2022 to April 2023. A total of 130 Parkinson's disease patients undergoing treatment at the hospital were invited. Demographic and clinical characteristics were obtained. The diagnosis of sleep disorders was based on the standards outlined in the DSM-V. A multivariate logistic regression model was employed. 90.9 % experienced sleep disorder, with the significant types including insomnia (76.2 %) and restless legs syndrome (56.2 %). The majority of patients suffered two (33.1 %) and one kind of sleep disorder (32.3 %). Most patients experienced sleep disorders after diagnosis of PD (80.0 %). Only having shoulder and neck pain w"
2790,1185,PubMed,Sleep disturbances and associated factors in patients with Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/38986365/,"nd one kind of sleep disorder (32.3 %). Most patients experienced sleep disorders after diagnosis of PD (80.0 %). Only having shoulder and neck pain was positively associated with a likelihood of having sleep disturbances (OR=4.87, 95 %CI=1.18-20.15). This study found a high rate of sleep disorders among PD patients in our sample. Shoulder and neck pain was found to be associated with a risk of sleep disorders. Pain management should be performed to improve the sleep quality of PD patients."
2791,1186,PubMed,Sleep disturbances in Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/12583848/,"Disorders of sleep and daytime alertness are frequent in Parkinson's disease patients and arise from a number of diverse factors. The most common complaint of night-time sleep disturbance in Parkinson's disease is sleep fragmentation. Sleep fragmentation can be associated with recurrent parkinsonian symptoms, the effect of medications, concomitant medical disorders such as nocturia, or psychiatric disorders such as depression or anxiety. Likewise, nocturnal sleep disturbance may arise from sleep apnea, periodic limb movements of sleep, or rapid eye movement (REM) sleep behavior disorder. Nocturnal sleep deprivation may lead to excessive daytime sleepiness. Other potential sources of daytime sleepiness include the effects of medications or disruption of central sleep mechanisms due to the pathologic processes of Parkinson's disease itself. Diagnosis of sleep disturbances and daytime sleep"
2792,1186,PubMed,Sleep disturbances in Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/12583848/,"isruption of central sleep mechanisms due to the pathologic processes of Parkinson's disease itself. Diagnosis of sleep disturbances and daytime sleepiness requires a direct interview of the patient and the caregiver, and may involve consultation with the sleep specialist or medical physician. Treatment is aimed toward improving night-time sleep and daytime drowsiness by addressing the causative factors."
2793,1187,PubMed,The Glymphatic System and Sleep Dysfunction in Parkinson's Disease.,https://pubmed.ncbi.nlm.nih.gov/40912750/,"Parkinson's disease (PD) is characterized by both motor and nonmotor symptoms, including significant sleep disturbances. The glymphatic system, a brain-wide clearance mechanism active during sleep, may play a key role in PD pathology by impairing the removal of toxic proteins like α-synuclein. Dysfunctional glymphatic clearance and disrupted sleep may create a cycle that accelerates neurodegeneration. This review explores the interplay between glymphatic dysfunction and sleep disturbances in PD, highlighting imaging biomarkers used to assess glymphatic activity."
2794,1188,PubMed,An overview of sleep and circadian dysfunction in Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/29493044/,"Sleep and circadian alterations are amongst the very first symptoms experienced in Parkinson's disease, and sleep alterations are present in the majority of patients with overt clinical manifestation of Parkinson's disease. However, the magnitude of sleep and circadian dysfunction in Parkinson's disease, and its influence on the pathophysiology of Parkinson's disease remains often unclear and a matter of debate. In particular, the confounding influences of dopaminergic therapy on sleep and circadian dysfunction are a major challenge, and need to be more carefully addressed in clinical studies. The scope of this narrative review is to summarise the current knowledge around both sleep and circadian alterations in Parkinson's disease. We provide an overview on the frequency of excessive daytime sleepiness, insomnia, restless legs, obstructive apnea and nocturia in Parkinson's disease, as we"
2795,1188,PubMed,An overview of sleep and circadian dysfunction in Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/29493044/,"de an overview on the frequency of excessive daytime sleepiness, insomnia, restless legs, obstructive apnea and nocturia in Parkinson's disease, as well as addressing sleep structure, rapid eye movement sleep behaviour disorder and circadian features in Parkinson's disease. Sleep and circadian disorders have been linked to pathological conditions that are often co-morbid in Parkinson's disease, including cognitive decline, memory impairment and neurodegeneration. Therefore, targeting sleep and circadian alterations could be one of the earliest and most promising opportunities to slow disease progression. We hope that this review will contribute to advance the discussion and inform new research efforts to progress our knowledge in this field."
2796,1189,PubMed,Overview of sleep disturbances and their management in Parkinson plus disorders.,https://pubmed.ncbi.nlm.nih.gov/32446010/,"Sleep disturbance is one of the commonly reported non-motor symptoms in patients with Parkinson's disease (PD) as well as in Parkinson plus disorders such as multiple system atrophy (MSA), dementia with Lewy bodies (DLB), progressive supranuclear palsy (PSP), and corticobasal syndrome (CBS). Although there is a wealth of literature on sleep disturbances in PD, the same is not robust on the Parkinson plus disorders. This article aims to comprehensively review the sleep disturbances in Parkinson plus disorders. The literature review was as per the guidelines of the preferred reporting items for systematic reviews and meta-analyses (PRISMA). We searched PubMed and MEDLINE till December 2019 using a combination of words - ""Sleep disturbance"" with additional search terms such as: ""synucleinopathy"", ""tauopathy"", ""multiple system atrophy"", ""dementia with Lewy bodies"", ""progressive supranuclear "
2797,1189,PubMed,Overview of sleep disturbances and their management in Parkinson plus disorders.,https://pubmed.ncbi.nlm.nih.gov/32446010/,"th additional search terms such as: ""synucleinopathy"", ""tauopathy"", ""multiple system atrophy"", ""dementia with Lewy bodies"", ""progressive supranuclear palsy"", and ""corticobasal syndrome"". A wide range of sleep disorders that include insomnia, rapid eye movement (REM) sleep behaviour disorder (RBD), periodic limb movement disorder, excessive daytime sleepiness, and sleep apneas, may complicate the course of the Parkinson plus disorders. Pathophysiology of these sleep disorders remains elusive, thus making targeted pharmacotherapy challenging. We describe the cardinal features and the management options of these sleep disorders in the context of Parkinson plus disorders."
2798,1190,PubMed,Association between sleep disturbances and pain subtypes in Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/35347526/,"To explore the influence of sleep disturbances on the various pain subtypes experienced by patients with Parkinson's disease (PD). A cohort of eighty-eight patients with PD-related pain was recruited for this study. Their demographic and clinical features, including age, disease duration, levodopa equivalent daily dose (LEDD), and scores on the Unified Parkinson's Disease Rating Scale-III (UPDRS III), Hoehn-Yahr Scale (H&Y), Pittsburgh Sleep Quality Index (PSQI), King's Parkinson's disease Pain Scale (KPPS), visual analog scale (VAS), Mini-Mental State Examination (MMSE), activities of daily living scale (ADL), Hamilton Depression Rating Scale (HAMD), and Hamilton Anxiety Rating Scale (HAMA), were recorded. The prevalence of sleep disorders was 76.1% in patients with PD-related pain. Among these patients, the group of poor sleep had more severe motor symptoms, more anxiety and depression"
2799,1190,PubMed,Association between sleep disturbances and pain subtypes in Parkinson's disease.,https://pubmed.ncbi.nlm.nih.gov/35347526/," was 76.1% in patients with PD-related pain. Among these patients, the group of poor sleep had more severe motor symptoms, more anxiety and depression symptoms, lower functional independence, and experienced more pain, such as musculoskeletal pain, chronic pain, fluctuation related pain, nocturnal pain, and discoloration/edema/swelling (p < 0.05). In addition, PSQI scores correlated positively with the scores of all 7 domains in KPPS (p < 0.05). H&Y stage and PSQI were significant independent variables explaining 50.0% of the variance in KPPS scores. Sleep disturbance showed an association with pain in PD patients and may have a greater effect on some certain subtypes of PD-related pain than others."
